Message,Date
"I've Got Friends ""High"" Places OK, time 45,000 mile service '14 SQ5. Dropping car night before, picking courtesy car day coming back 24 hours later . . . routine. ""I'm sorry, SQ5 loaners . . . I've got freshly PDR'd car 35 miles have, mind. A8L. also new A7, thought might like first customer drive A8."" Actually, hoped A6 -- considering recent ""chats"" edmunds. But, unlikely we'd ever willingly, knowingly money go another A8 (not like previous one), well, not. lover geek things Audi, frankly spend time keeping A8 R8 cars, needed edumacation . . . . L version -- back seat space larger closets storage sheds, thing quiet speed, need intercom speak pilot seated back there, Otherwise, set drive select dynamic (the rep looked wife set parameter starting car, said ""go figure"" -- wife used SQ5, all) turned heads-up display, found nice tuneage sat radio drove eerie silence arriving triple digits speeds blink eye. Yikes thing must electric quiet smoooth (and one air suspension, suspect standard 20"" wheels summer rubber.) Full LED front rear lighting -- everything could motorized -- oh fantastic, mandated Feds, Top View monitor (how miss one aspect 2011 Infiniti). finally got sticker glove box noted puppy V6 (333HP) -- S4's V6. Impressive size car never seemed want bit power -- always plenty reserve. Air conditioned seats -- ahhhhh cooling hot crossed buns -- forgotten nice cool leather feel, even hot summer day. Here's real deal, however -- car is, even free -- large, feels much larger S4. Also, cannot tell lie, nimble S4, certainly powerful would expect extra girth motor manage, seemed quite capable convincing perhaps vast majority folks sporting-like sedan, luxo-barge. top view camera made navigating tight parking garage morning easy-peazy. $92,000 (but one nearly $6,000 Executive package credit, wiping Executive package price) laying around burning hole wanting spent new luxury still much driver's car vehicle, say more, look further. can't imagine neighbor's 7 series (also L) which, comparison, seems stark strident inside -- cost $110K could attractive, price weighted. know 2016 A8L 3.0T thought pros, amateur thinks $86,000 nothing even comes close -- class (large luxo-barge). course, much coin drop ONE car, would still ""settle"" full-on great balls fire S6 Prestige custom red leather seats. would something write home about. Me, I'm looking forward slightly larger 2018 S4 cool tech 2016 A8 it. wonder ever provide RS7's loaners -- I'd bet not.",August 2015
"$86k? Eh, I'd looking Panamera Tesla, methinks",August 2015
"look Panamera -- anything even close content A8, price would shoot $100K. Audi would think much competitive (in every aspect) Panamera RS7. A8L ocean-going vessel -- fact felt smaller barge like dimensions make anything would attractive someone would look either RS7 Panamera, axe me. liked temporary experience, even consider one, personally. wonder S8 might Panamera cross-shopper. know . . . interested making comparison, point, life's short. half step A4 A6 size find interesting today. $58K S4 $65K wife's SQ5 -- what's come to?"" $123K -- TWO cars. Something seems ""off"" spending much ONE car -- could wrong. comes point read $85K Cadillac V M3 accelerations 62MPH neighborhood 4 seconds. go back time find magazine's numbers ""lowly"" S4 4.8 seconds (some magazines claim even quicker). I'll keep $27K things make certain never challenge M3 drag race local traffic light. I'm big bad acceleration, etc, money relatively small increase acceleration something find difficult justify, especially since rare ever floor non-tumescent S4 fear overtaking rear ending everything else road.",August 2015
Tesla me.,August 2015
"making move? I've never guts take test drive since seem [still] reach. I'd interested experience test drive buy owning. I'd bet us would interested, too.",August 2015
range anxiety me.,September 2015
"got Q50 Tesla years off. think take test drive soon, however. always wanted experience car since became available. I'll let know if/when do.",September 2015
"took buddy's Mercedes-AMG E63 1/8 mile strip tonight. best run 8.12 seconds- fastest car gone. Beat 1970 Buick GS Stage built 455 running slicks also dispatched modified Lexus F. first visit strip since 1976 ball. spectators' initial reaction, ""What's Mercedes drag strip?"" changed ""What kind motor thing?""",September 2015
"picked Ricks BMW Welt, much different experience got 2005 330 back 2005. really treat like VIP. southern Germany Town called Fussen. Salzburg couple days. car looks much better person thought would, Rim's different BMW showed up, like better. photo spot people Bimmerfest take thier front Neuschwanstein Castle, Disney also designed Sleeping beauty's castle from. Taking delivery Welt",September 2015
"two ""real muscle cars"" 60's 70's, say fast, fast cars today... surprise MB quicker.",September 2015
@flightnurse cool.,September 2015
@flightnurse .....I heartily 2nd kyfdx said. Cool! fun!,September 2015
"late Father would considered thing Europe, Japan....anywhere U.S. based brands. think wants/desires based marketing era (40s-50s) U.S. based car companies ruled market. like GM wanted, started Chevy, went maybe Oldsmobile, Buick finally, Cadillac. Ford started namesake, moved Mercury, finally Lincoln. Chrysler started Plymouth, Dodge, Chrysler, finally Imperial (yes, Father one...no branded Chrysler Imperial). Cadillac, Lincoln, Imperial pinnacles automotive excellence decades. European, particularly Japanese brands viewed disdain household, time.",September 2015
@flightnurse - thanks sharing ED experience & photos! Looks loke great time beautiful country!,September 2015
"someday, maybe able that. another couple years college bills finished. Maybe treat us! also, little red one background behind car? new 1 series, little hatch would love never make US? mind profile shot new car either!",September 2015
"FN, living vicarously guys European delivery. Car scenery beautiful. Keep us things enjoy.",September 2015
"Oh, totally agree price argument. would find difficult spend 6 figures car unless ridiculous money blow. But, even then, think lottery-winning wishlist 20-car garage, makes far sense would 2 3 nice classics retrorods rather $100k new car.",September 2015
Ditto!,September 2015
2 Series Grand Touring- FWD seven passenger minivan. Meh.,September 2015
"wife Europe/Germany perhaps twenty twenty-five times (some trips, many, include Germany, is) -- always fly Munich, even destination Venice Zurich even Vienna. European cities we've to, Munich one think could live work. Much like Verona Prague, even Kraków (and what's like London, Paris even Brussles), Munich city think could work. train Munich Venice, via Innsbruck beautiful ride we've ever taken -- OMG winter, friend says, ""If winter heaven, MUST look like."" But, usual, digress. really a, hopefully legitimate, question flightnurse: would American MSRP new BMW difference due buying car via ED? last time looked this, seemed price delta paid trip -- then, factor cost renting car, actually end paying hotels food, making trip beautiful sights planet equal less trip US west coast (from Cincinnati). course, would agree, Germany and/or European countries, may splurge restaurants (if Italy) clothes items unavailable US. wit: two read going circle back Munich, 2nd favorite restaurant earth Munich, called Tantris. Tantris, Munich: - http://www.tantris.de/home.php Note tie Audi page displayed link. Bon Appétite! (I misspell prevent nanny suppressing it. . .'cmon now!)",September 2015
"Yeah, ED MSRP 7 percent base model US MSRP plus destination options priced US MSRP. makes base models especially great deals, add options, discount gets smaller. example 50k base plus 5k options plus 900 destination 52.4k, 3.5 grand nominal savings. However, get additional rebates, like cash credits rebates BMW sometimes throws US delivery (disclaimers often specifically exclude ED). negotiate price ED MSRP toward invoice US delivery (unlike Benz Volvo, ED prices price fixed), many dealers would none it. know why, perhaps posturing, heard several times. think may way discouraging it, always prefer intant gratification delivery, attitude may be, fine, I'm damn thing incentivise deal vs. stock. also complications trade, want make one, three month signing deal getting car. Essentially, lose leverage trade price, unless willing give car time signing deal. Bottom line, actual savings depend context actual going transaction prices stock Deliveries. models selling close MSRP, like say M-models, savings great. selling closer invoice, extra cash rebates, less. However, factoring extra vacation experience, even savings big face value, totally worth it. BTW, combine ED so-called Performance Delivery South Carolina, makes experience even awesome. Paid night Sheraton, dinner, breakfast, morning track, quick loops, braking, skip pad (not car, one that's similar similar model; put 335), factory visit, plus X5 off-road course lunch. extra charge. chance, again.",September 2015
